idx,partition,spk_a,utt_a,spk_b,utt_b,snr_a,snr_b,dur_sec,wav_a,wav_b,mp4_a,out_wav,out_mp4
174,train,第二批_5%_vg0142,c756bfce-87fd-4c55-bf40-7e6640e50481,part_50000-60000_vg0056,60cc88ad-feda-426e-93e6-45e60dc3b8c8,0.000000,-5.976235,29.768,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/c756bfce-87fd-4c55-bf40-7e6640e50481.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/60cc88ad-feda-426e-93e6-45e60dc3b8c8.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/c756bfce-87fd-4c55-bf40-7e6640e50481.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0174.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0174.mp4
175,train,第二批_5%_vg0110,b7340bcd-84a5-4136-b7a2-cad263a37817,part_75000-80000_vg0082,6b846596-9548-4ce8-b633-59b68d2c8850,0.000000,-4.032396,5.062,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/b7340bcd-84a5-4136-b7a2-cad263a37817.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6b846596-9548-4ce8-b633-59b68d2c8850.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/b7340bcd-84a5-4136-b7a2-cad263a37817.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0175.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0175.mp4
176,train,part_05000-10000_vg0021,158d79ea-1647-4f20-b567-43307db03f23,part_50000-60000_vg0042,5e502417-0c60-40dc-93e2-2b729dcf1de7,0.000000,-5.181910,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/158d79ea-1647-4f20-b567-43307db03f23.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_50000-60000/5e502417-0c60-40dc-93e2-2b729dcf1de7.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_05000-10000/158d79ea-1647-4f20-b567-43307db03f23.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0176.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0176.mp4
177,val,part_40000-50000_vg0178,5341e722-2ab2-468e-aa5f-52aa26ab62ba,part_25000-30000_vg0037,12500cf1-fd41-4307-90af-51ff23ee1035,0.000000,-3.240900,9.961,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/5341e722-2ab2-468e-aa5f-52aa26ab62ba.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/12500cf1-fd41-4307-90af-51ff23ee1035.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/5341e722-2ab2-468e-aa5f-52aa26ab62ba.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0177.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0177.mp4
178,train,part_30000-35000_vg0050,205e9df7-c8d0-4acd-b825-680b187ecef4,part_40000-50000_vg0163,50854dc2-a07e-4b6b-a994-cd05988093d3,0.000000,-4.200885,8.000,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/205e9df7-c8d0-4acd-b825-680b187ecef4.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/50854dc2-a07e-4b6b-a994-cd05988093d3.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_30000-35000/205e9df7-c8d0-4acd-b825-680b187ecef4.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0178.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0178.mp4
179,train,part_70000-75000_vg0085,5f3c74d8-01d0-4949-9825-4a5c573ef05e,part_10000-15000_vg0017,26965169-4b6e-4db9-a84f-80b918ac2238,0.000000,-5.592911,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5f3c74d8-01d0-4949-9825-4a5c573ef05e.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/26965169-4b6e-4db9-a84f-80b918ac2238.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/5f3c74d8-01d0-4949-9825-4a5c573ef05e.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0179.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0179.mp4
180,train,part_10000-15000_vg0090,33d00cd3-9050-4891-bb44-b633896e53a1,part_90000-95000_vg0088,912e5110-0473-479a-84cd-4e7d7f08364e,0.000000,-5.814303,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/33d00cd3-9050-4891-bb44-b633896e53a1.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/912e5110-0473-479a-84cd-4e7d7f08364e.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_10000-15000/33d00cd3-9050-4891-bb44-b633896e53a1.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0180.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0180.mp4
181,train,part_75000-80000_vg0093,6cb68b90-43ad-4ff7-a272-3e07989a03bf,part_85000-90000_vg0072,82c490d9-5021-4bdf-ab30-444306f5d6a6,0.000000,-3.873434,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6cb68b90-43ad-4ff7-a272-3e07989a03bf.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/82c490d9-5021-4bdf-ab30-444306f5d6a6.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/6cb68b90-43ad-4ff7-a272-3e07989a03bf.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0181.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0181.mp4
182,train,第一批_5%_vg0195,5fb8915c-f4a9-4532-a48f-be7d0026e2b5,part_00000-05000_vg0080,0e82508e-0860-45b1-ac96-030a637a4362,0.000000,-3.999906,8.000,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/5fb8915c-f4a9-4532-a48f-be7d0026e2b5.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_00000-05000/0e82508e-0860-45b1-ac96-030a637a4362.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/5fb8915c-f4a9-4532-a48f-be7d0026e2b5.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0182.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0182.mp4
183,train,第一批_5%_vg0072,235d6ba7-b6d5-47ba-a02c-e804e827d0ff,part_65000-70000_vg0039,4d0ac810-3377-4bd6-9187-a4d01262f413,0.000000,-4.980452,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/235d6ba7-b6d5-47ba-a02c-e804e827d0ff.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/4d0ac810-3377-4bd6-9187-a4d01262f413.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/235d6ba7-b6d5-47ba-a02c-e804e827d0ff.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0183.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0183.mp4
184,train,第二批_5%_vg0243,f8cd4f2e-7591-41b0-874b-1e960d0e4f45,part_80000-85000_vg0088,7832f56d-a38b-4a28-bae0-9a221c1499d1,0.000000,-4.148586,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/f8cd4f2e-7591-41b0-874b-1e960d0e4f45.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/7832f56d-a38b-4a28-bae0-9a221c1499d1.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第二批_5%/f8cd4f2e-7591-41b0-874b-1e960d0e4f45.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0184.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0184.mp4
185,train,part_05000-10000_vg0047,1a95cd3a-d16f-4c24-89ca-d3544a0ff7eb,第一批_5%_vg0212,682df085-9fec-4fe9-b03b-de63d8edf7f5,0.000000,-3.417040,29.907,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/1a95cd3a-d16f-4c24-89ca-d3544a0ff7eb.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/682df085-9fec-4fe9-b03b-de63d8edf7f5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_05000-10000/1a95cd3a-d16f-4c24-89ca-d3544a0ff7eb.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0185.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0185.mp4
186,val,第一批_5%_vg0201,627ac7cb-34fe-4c10-b4a3-ccdfb4b16c55,part_30000-35000_vg0064,22266dc0-338c-45e4-9ad5-c91648ec6a21,0.000000,-4.694701,9.056,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/627ac7cb-34fe-4c10-b4a3-ccdfb4b16c55.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/22266dc0-338c-45e4-9ad5-c91648ec6a21.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/627ac7cb-34fe-4c10-b4a3-ccdfb4b16c55.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0186.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0186.mp4
187,train,第一批_5%_vg0168,52834e86-bfb9-43fc-a930-d083295f53bc,part_10000-15000_vg0036,29f560cc-906a-4b0c-af45-94cfc4dec5f0,0.000000,-3.711835,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/52834e86-bfb9-43fc-a930-d083295f53bc.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_10000-15000/29f560cc-906a-4b0c-af45-94cfc4dec5f0.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/第一批_5%/52834e86-bfb9-43fc-a930-d083295f53bc.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0187.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0187.mp4
188,train,part_25000-30000_vg0079,179bf929-598e-4e98-9d76-5a5bd25885d6,part_20000-25000_vg0065,095744d1-5d97-4a31-8301-0ee8594da777,0.000000,-5.005764,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/179bf929-598e-4e98-9d76-5a5bd25885d6.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/095744d1-5d97-4a31-8301-0ee8594da777.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/179bf929-598e-4e98-9d76-5a5bd25885d6.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0188.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0188.mp4
189,train,part_70000-75000_vg0093,602a3baf-2a34-4888-8ab7-9b958773b372,part_90000-95000_vg0050,8c611b31-149f-422d-8d6b-d6616d5b4769,0.000000,-4.279866,10.005,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/602a3baf-2a34-4888-8ab7-9b958773b372.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/8c611b31-149f-422d-8d6b-d6616d5b4769.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/602a3baf-2a34-4888-8ab7-9b958773b372.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0189.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0189.mp4
190,train,part_65000-70000_vg0086,52d26d1f-b983-4d6d-88df-26c76b899269,第一批_5%_vg0127,3e41c73a-03d8-4964-9818-072e496f6379,0.000000,-4.284660,5.062,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_65000-70000/52d26d1f-b983-4d6d-88df-26c76b899269.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第一批_5%/3e41c73a-03d8-4964-9818-072e496f6379.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_65000-70000/52d26d1f-b983-4d6d-88df-26c76b899269.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0190.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0190.mp4
191,train,part_30000-35000_vg0005,1acf37f2-f1ad-48ce-94ca-68c3f3c7299f,part_85000-90000_vg0046,7f7d17b6-e785-4024-9307-acac6d06bb5e,0.000000,-3.787105,9.985,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1acf37f2-f1ad-48ce-94ca-68c3f3c7299f.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7f7d17b6-e785-4024-9307-acac6d06bb5e.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_30000-35000/1acf37f2-f1ad-48ce-94ca-68c3f3c7299f.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0191.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0191.mp4
192,train,part_80000-85000_vg0094,79173267-39dd-41a9-9a1c-e7b31bee52f2,part_85000-90000_vg0043,7f188890-3c72-450e-893b-eb1ca09adbb5,0.000000,-4.600488,5.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_80000-85000/79173267-39dd-41a9-9a1c-e7b31bee52f2.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_85000-90000/7f188890-3c72-450e-893b-eb1ca09adbb5.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_80000-85000/79173267-39dd-41a9-9a1c-e7b31bee52f2.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0192.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0192.mp4
193,train,part_40000-50000_vg0063,3a97ec9e-4247-47cd-ad0b-0ff5c233838f,part_30000-35000_vg0015,1bfd31f4-33f7-4525-b3f3-605bf4d2ac6f,0.000000,-3.967602,9.056,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_40000-50000/3a97ec9e-4247-47cd-ad0b-0ff5c233838f.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_30000-35000/1bfd31f4-33f7-4525-b3f3-605bf4d2ac6f.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_40000-50000/3a97ec9e-4247-47cd-ad0b-0ff5c233838f.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0193.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0193.mp4
194,train,part_15000-20000_vg0090,43bfc058-deaa-402e-b1a8-1b787688f036,第二批_5%_vg0109,b6fcf8ef-bba1-408d-b770-aadba8776e0c,0.000000,-5.609525,29.954,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_15000-20000/43bfc058-deaa-402e-b1a8-1b787688f036.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/b6fcf8ef-bba1-408d-b770-aadba8776e0c.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_15000-20000/43bfc058-deaa-402e-b1a8-1b787688f036.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0194.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0194.mp4
195,train,part_75000-80000_vg0019,63530b78-e217-4176-b1a3-7c8c60a98c93,part_35000-40000_vg0066,2ea56fb9-cdfb-4e80-8790-fd9c71bcd102,0.000000,-3.405954,5.013,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/63530b78-e217-4176-b1a3-7c8c60a98c93.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_35000-40000/2ea56fb9-cdfb-4e80-8790-fd9c71bcd102.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_75000-80000/63530b78-e217-4176-b1a3-7c8c60a98c93.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0195.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0195.mp4
196,train,part_25000-30000_vg0069,166adbc8-311b-485a-8506-8af7d372f05c,part_60000-65000_vg0070,4812ca24-8f46-4e3f-aece-763d107318f1,0.000000,-3.593639,5.039,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_25000-30000/166adbc8-311b-485a-8506-8af7d372f05c.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_60000-65000/4812ca24-8f46-4e3f-aece-763d107318f1.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_25000-30000/166adbc8-311b-485a-8506-8af7d372f05c.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0196.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0196.mp4
197,train,part_20000-25000_vg0076,0ab1998c-c661-4b40-be0f-259d88b63917,part_05000-10000_vg0097,236d4b45-22ba-409f-aa54-365945eada76,0.000000,-5.469115,6.016,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_20000-25000/0ab1998c-c661-4b40-be0f-259d88b63917.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_05000-10000/236d4b45-22ba-409f-aa54-365945eada76.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_20000-25000/0ab1998c-c661-4b40-be0f-259d88b63917.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0197.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0197.mp4
198,train,part_90000-95000_vg0010,8709d30c-794a-4814-b624-14bf39c8a2c1,part_75000-80000_vg0088,6c0d3cba-2ceb-400c-abd4-e8891ea230bb,0.000000,-5.886680,4.969,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_90000-95000/8709d30c-794a-4814-b624-14bf39c8a2c1.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_75000-80000/6c0d3cba-2ceb-400c-abd4-e8891ea230bb.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_90000-95000/8709d30c-794a-4814-b624-14bf39c8a2c1.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0198.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0198.mp4
199,train,part_70000-75000_vg0090,5fc3f682-ba17-47bc-8d51-9c919c032c47,第二批_5%_vg0196,e231109b-5ea9-447f-8635-923a111835b4,0.000000,-5.190736,5.013,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/part_70000-75000/5fc3f682-ba17-47bc-8d51-9c919c032c47.wav,/data/megastore/Projects/tianxiaowen/dataset/v2_extracted_wav_aligned_p50_withoutBGM/第二批_5%/e231109b-5ea9-447f-8635-923a111835b4.wav,/data/megastore/Datasets/FaceVideoData/opensource_dataset/DH-FaceVid-1K/part_70000-75000/5fc3f682-ba17-47bc-8d51-9c919c032c47.mp4,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0199.wav,/data/megastore/Projects/tianxiaowen/code/AV_TSE/checkpoints/AV_Mossformer/rknn_calib_src_200/pair_0199.mp4
